id,title,genre
3981,"Oh, God! (1977)",Comedy|Fantasy
3982,Ice Age (2002),Adventure|Animation|Children|Comedy
3983,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
3984,Showtime (2002),Action|Comedy
3985,Kissing Jessica Stein (2001),Comedy|Romance
3986,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama
3987,Promises (2001),Documentary
3988,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
3989,Barabbas (1961),Adventure|Drama
3990,"Ghost Breakers, The (1940)",Comedy|Horror
3991,"Paleface, The (1948)",Comedy|Western
3992,Road to Morocco (1942),Comedy
3993,Road to Utopia (1946),Comedy
3994,Road to Zanzibar (1941),Comedy
3995,Split Second (1992),Action|Sci-Fi|Thriller
3996,Taps (1981),Drama
3997,Return of the Secaucus 7 (1980),Drama
3998,Shogun Assassin (1980),Action|Adventure
3999,Smokey and the Bandit II (1980),Action|Comedy
4000,Smokey and the Bandit (1977),Action|Comedy
4001,Smokey and the Bandit III (1983),Action|Comedy
4002,Spetters (1980),Comedy|Drama
4003,Stir Crazy (1980),Comedy
4004,Blade II (2002),Action|Horror|Thriller
4005,Sorority Boys (2002),Comedy
4006,Mr. Sardonicus (1961),Horror
4007,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller
4008,Death to Smoochy (2002),Comedy|Crime|Drama
4009,Panic Room (2002),Thriller
4010,"Rookie, The (2002)",Drama
4011,No Such Thing (2001),Drama|Fantasy|Romance
4012,"Piano Teacher, The (La pianiste) (2001)",Drama
4013,Time Out (L'emploi du temps) (2001),Drama
4014,Boxcar Bertha (1972),Drama
4015,"Evil That Men Do, The (1984)",Action|Thriller
4016,Fraternity Vacation (1985),Comedy|Romance
4017,Impromptu (1991),Comedy|Romance
4018,High Crimes (2002),Thriller
4019,National Lampoon's Van Wilder (2002),Comedy
4020,"Atomic Cafe, The (1982)",Documentary|War
4021,Body and Soul (1947),Drama|Film-Noir
4022,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
4023,Slap Shot (1977),Comedy
4024,Changing Lanes (2002),Drama|Thriller
4025,Frailty (2001),Crime|Drama|Thriller
4026,"Sweetest Thing, The (2002)",Comedy|Romance
4027,Human Nature (2001),Comedy|Romance
4028,My Big Fat Greek Wedding (2002),Comedy|Romance
4029,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western
4030,Breakout (1975),Action|Adventure
4031,Joe Versus the Volcano (1990),Comedy|Romance
4032,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War
4033,Return of the Killer Tomatoes! (1988),Comedy|Horror|Sci-Fi
4034,Return to Horror High (1987),Horror
4035,Three Men and a Baby (1987),Comedy
4036,Three Men and a Little Lady (1990),Comedy|Romance
4037,Transylvania 6-5000 (1985),Comedy|Horror
4038,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller
4039,Murder by Numbers (2002),Crime|Thriller
4040,"Scorpion King, The (2002)",Action|Adventure|Fantasy
4041,Behind the Sun (Abril Despedaçado) (2001),Drama
4042,Enigma (2001),Romance|Thriller
4043,"Girls Can't Swim (Filles ne savent pas nager, Les) (2000)",Drama
4044,Nine Queens (Nueve reinas) (2000),Crime|Thriller
4045,Jason X (2002),Horror|Sci-Fi|Thriller
4046,Dogtown and Z-Boyz (2001),Documentary
4047,Rain (2001),Drama|Romance
4048,"Salton Sea, The (2002)",Crime|Drama|Thriller
4049,Vulgar (2000),Drama
4050,Cuba (1979),Action|Adventure|War
4051,Husbands and Wives (1992),Comedy|Drama
4052,Joe (1970),Drama
4053,Thief of Hearts (1984),Drama|Thriller
4054,Wild Orchid (1990),Drama|Romance
4055,Deuces Wild (2002),Drama
4056,Hollywood Ending (2002),Comedy|Drama
4057,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
4058,Warm Water Under a Red Bridge (Akai hashi no shita no nurui mizu) (2001),Comedy|Drama
4059,The Big Sleep (1978),Thriller
4060,Iron Will (1994),Adventure
4061,Rambling Rose (1991),Drama
4062,White Fang (1991),Adventure
4063,"New Guy, The (2002)",Comedy
4064,Unfaithful (2002),Drama|Thriller
4065,My Beautiful Laundrette (1985),Drama|Romance
4066,Ballad of a Soldier (Ballada o soldate) (1959),Drama|Romance|War
4067,Big Bad Mama (1974),Action|Comedy
4068,Big Bad Mama II (1987),Action|Comedy
4069,Calamity Jane (1953),Musical|Western
4070,Devil Doll (1964),Horror
4071,"Harvey Girls, The (1946)",Comedy|Musical|Western
4072,About a Boy (2002),Comedy|Drama|Romance
4073,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
4074,"Believer, The (2001)",Drama
4075,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance
4076,"Charge of the Light Brigade, The (1968)",Drama|War
4077,Every Which Way But Loose (1978),Comedy
4078,"Hound of the Baskervilles, The (1959)",Crime|Horror|Mystery
4079,I Want to Live! (1958),Crime|Drama
4080,"Last Waltz, The (1978)",Documentary
4081,Enough (2002),Drama|Thriller
4082,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
4083,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western
4084,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama
4085,"Gambler, The (1974)",Drama
4086,Requiem for a Heavyweight (1962),Drama
4087,River of No Return (1954),Adventure|Western
4088,"Sum of All Fears, The (2002)",Drama|Thriller
4089,Undercover Brother (2002),Comedy
4090,84 Charing Cross Road (1987),Drama|Romance
4091,"Desert Rats, The (1953)",Drama|War
4092,Silent Running (1972),Drama|Sci-Fi
4093,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),Horror
4094,Bad Company (2002),Action|Comedy|Crime
4095,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama
4096,Cherish (2002),Comedy|Drama|Thriller
4097,"Fast Runner, The (Atanarjuat) (2001)",Drama|Fantasy
4098,"Bourne Identity, The (2002)",Action|Mystery|Thriller
4099,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
4100,Windtalkers (2002),Action|Drama|War
4101,"Dangerous Lives of Altar Boys, The (2002)",Drama
4102,"Emperor's New Clothes, The (2001)",Comedy
4103,Gangster No. 1 (2000),Action|Crime|Thriller
4104,Bad Company (1972),Western
4105,Five Card Stud (a.k.a. 5 Card Stud) (1968),Mystery|Western
4106,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller
4107,"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller
4108,Hombre (1967),Western
4109,"Manhattan Project, The (1986)",Comedy|Sci-Fi|Thriller
4110,Men at Work (1990),Action|Comedy
4111,She Wore a Yellow Ribbon (1949),Western
4112,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
4113,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
4114,Rabbit-Proof Fence (2002),Adventure|Drama
4115,Sunshine State (2002),Drama
4116,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy
4117,Mr. Deeds (2002),Comedy|Romance
4118,Lovely & Amazing (2001),Comedy|Drama|Romance
4119,Pumpkin (2002),Comedy|Drama|Romance
4120,Look Who's Talking Now (1993),Children|Comedy|Romance
4121,Mo' Money (1992),Comedy|Romance
4122,Wagons East (1994),Comedy|Western
4123,Like Mike (2002),Children|Comedy|Fantasy
4124,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
4125,"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy
4126,"Crocodile Hunter: Collision Course, The (2002)",Adventure|Comedy
4127,Reign of Fire (2002),Action|Adventure|Fantasy
4128,Road to Perdition (2002),Crime|Drama
4129,20 Million Miles to Earth (1957),Sci-Fi
4130,The Importance of Being Earnest (1952),Comedy|Romance
4131,Perfect (1985),Drama|Romance
4132,1776 (1972),Children|Drama|Musical
4133,Z (1969),Drama|Mystery|Thriller
4134,Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller
4135,Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance
4136,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi
4137,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller
4138,Stuart Little 2 (2002),Children|Comedy
4139,Austin Powers in Goldmember (2002),Comedy
4140,"Country Bears, The (2002)",Children|Comedy
4141,"Kid Stays in the Picture, The (2002)",Documentary
4142,Tadpole (2002),Comedy|Drama|Romance
4143,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror
4144,Fathom (1967),Adventure
4145,In Like Flint (1967),Action|Adventure|Comedy
4146,Modesty Blaise (1966),Comedy
4147,Our Man Flint (1965),Adventure|Comedy|Sci-Fi
4148,Red Beard (Akahige) (1965),Drama
4149,Robin and Marian (1976),Adventure|Drama|Romance
4150,Top Secret! (1984),Comedy
4151,"Master of Disguise, The (2002)",Comedy|Mystery
4152,Signs (2002),Horror|Sci-Fi|Thriller
4153,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
4154,"Good Girl, The (2002)",Comedy|Drama
4155,Blood Work (2002),Crime|Drama|Mystery|Thriller
4156,xXx (2002),Action|Crime|Thriller
4157,24 Hour Party People (2002),Comedy|Drama|Musical
4158,Biggie and Tupac (2002),Documentary
4159,Martin Lawrence Live: Runteldat (2002),Comedy|Documentary
4160,Read My Lips (Sur mes lèvres) (2001),Crime|Drama|Thriller
4161,Change of Habit (1969),Drama
4162,"Principal, The (1987)",Action|Crime|Drama
4163,Rollerball (1975),Action|Drama|Sci-Fi
4164,"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi
4165,Blue Crush (2002),Adventure|Drama|Romance
4166,Mostly Martha (Bella Martha) (2001),Comedy|Drama|Romance
4167,Possession (2002),Drama|Romance
4168,One Hour Photo (2002),Drama|Thriller
4169,Serving Sara (2002),Comedy|Romance
4170,Simone (S1m0ne) (2002),Comedy|Drama|Fantasy|Sci-Fi
4171,Undisputed (2002),Drama
4172,Amy's O (a.k.a. Amy's Orgasm) (2001),Comedy|Romance
4173,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance
4174,Hot Shots! (1991),Action|Comedy|Romance|War
4175,"Swarm, The (1978)",Action|Horror|Sci-Fi
4176,Time After Time (1979),Sci-Fi|Thriller
4177,976-EVIL (1989),Horror
4178,Down and Out in Beverly Hills (1986),Comedy
4179,Stakeout (1987),Comedy|Crime|Romance|Thriller
4180,Wolfen (1981),Horror
4181,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Crime|Horror|Thriller
4182,À nous la liberté (Freedom for Us) (1931),Comedy|Musical
4183,Snipes (2001),Drama|Thriller
4184,City by the Sea (2002),Crime|Drama
4185,Swimfan (2002),Thriller
4186,"Incubus, The (1981)",Horror|Thriller
4187,Johnny Dangerously (1984),Comedy
4188,"Last House on the Left, The (1972)",Crime|Horror|Thriller
4189,Thesis (Tesis) (1996),Drama|Horror|Thriller
4190,Barbershop (2002),Comedy
4191,Stealing Harvard (2002),Comedy|Crime
4192,"Transporter, The (2002)",Action|Crime
4193,Igby Goes Down (2002),Comedy|Drama
4194,Betsy's Wedding (1990),Comedy
4195,Captain Ron (1992),Adventure|Comedy
4196,Ernest Goes to Jail (1990),Comedy
4197,Ernest Scared Stupid (1991),Comedy
4198,"Hills Have Eyes Part II, The (1985)",Horror
4199,"Hills Have Eyes, The (1977)",Horror
4200,Indian Summer (1993),Comedy|Drama
4201,"Mack, The (1973)",Crime
4202,Monster in the Closet (1986),Comedy|Horror
4203,Shock Waves (1977),Horror
4204,Spaced Invaders (1990),Adventure|Comedy|Sci-Fi
4205,"Wanderers, The (1979)",Drama
4206,"Ladykillers, The (1955)",Comedy|Crime
4207,"Lavender Hill Mob, The (1951)",Comedy|Crime
4208,"Man in the White Suit, The (1951)",Comedy|Sci-Fi
4209,Ratcatcher (1999),Drama
4210,Society (1989),Horror|Mystery
4211,"Son of the Bride (Hijo de la novia, El) (2001)",Comedy|Drama
4212,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
4213,Ballistic: Ecks vs. Sever (2002),Action|Thriller
4214,"Banger Sisters, The (2002)",Comedy|Drama
4215,"Four Feathers, The (2002)",Adventure|War
4216,Trapped (2002),Action|Thriller
4217,8 Women (2002),Comedy|Crime|Musical|Mystery
4218,Invincible (2001),Drama
4219,Secretary (2002),Comedy|Drama|Romance
4220,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
4221,"Trials of Henry Kissinger, The (2002)",Documentary
4222,Sweet Home Alabama (2002),Comedy|Romance
4223,"Tuxedo, The (2002)",Action|Comedy
4224,Charly (2002),Comedy|Drama|Romance
4225,Moonlight Mile (2002),Drama|Romance
4226,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller
4227,Red Dragon (2002),Crime|Mystery|Thriller
4228,Between Strangers (2002),Drama
4229,Bloody Sunday (2002),Drama
4230,Heaven (2002),Drama
4231,"Man from Elysian Fields, The (2001)",Drama
4232,Welcome to Collinwood (2002),Comedy|Crime
4233,Flirting (1991),Drama
4234,Godzilla vs. Mothra (Mosura tai Gojira) (1964),Action|Adventure|Fantasy|Sci-Fi
4235,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",Horror|Sci-Fi
4236,"Onion Field, The (1979)",Drama
4237,Powaqqatsi (1988),Documentary
4238,"Pride of the Yankees, The (1942)",Drama
4239,Valmont (1989),Drama|Romance
4240,Horror of Dracula (Dracula) (1958),Horror
4241,Strange Brew (1983),Comedy
4242,"Incredible Mr. Limpet, The (1964)",Animation|Comedy|War
4243,Django (1966),Western
4244,"Rocking Horse Winner, The (1950)",Drama|Horror
4245,Seance on a Wet Afternoon (1964),Crime|Drama|Thriller
4246,"Wrong Guy, The (1997)",Comedy|Romance|Thriller
4247,Below (2002),Horror
4248,Knockaround Guys (2002),Action|Comedy|Crime
4249,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller
4250,Tuck Everlasting (2002),Drama|Fantasy
4251,White Oleander (2002),Drama
4252,Bowling for Columbine (2002),Documentary
4253,Comedian (2002),Comedy|Documentary
4254,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy
4255,Punch-Drunk Love (2002),Comedy|Drama|Romance
4256,Swept Away (2002),Comedy|Romance
4257,Formula 51 (2001),Action|Comedy|Crime|Thriller
4258,"Ring, The (2002)",Horror|Mystery|Thriller
4259,Auto Focus (2002),Crime|Drama
4260,"Grey Zone, The (2001)",Drama
4261,Hansel & Gretel (2002),Children|Fantasy
4262,Real Women Have Curves (2002),Comedy|Drama
4263,Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War
4264,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
4265,Jason Goes to Hell: The Final Friday (1993),Action|Horror
4266,"Mechanic, The (1972)",Action|Thriller
4267,Saturday Night Fever (1977),Comedy|Drama|Romance
4268,Staying Alive (1983),Comedy|Drama|Musical
4269,To the Devil a Daughter (1976),Fantasy|Horror|Mystery
4270,Urban Cowboy (1980),Drama
4271,Terror Train (1980),Horror
4272,Tom Horn (1980),Western
4273,"When Time Ran Out... (Day the World Ended, The) (1980)",Action|Adventure
4274,Xanadu (1980),Fantasy|Musical|Romance
4275,Absence of Malice (1981),Drama|Romance
4276,Banana Joe (1981),Comedy
4277,Blow Out (1981),Mystery|Thriller
4278,"Burning, The (1981)",Horror
4279,Make Them Die Slowly (Cannibal Ferox) (1981),Horror
4280,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",Action|Adventure|Comedy
4281,Continental Divide (1981),Comedy|Romance
4282,Dead & Buried (1981),Horror
4283,Death Hunt (1981),Action|Adventure|Crime|Thriller
4284,"Entity, The (1981)",Horror
4285,Faces of Death 2 (1981),Documentary|Horror
4286,Faces of Death (1978),Documentary|Horror
4287,Faces of Death 3 (1985),Documentary|Horror
4288,Faces of Death 4 (1990),Documentary|Horror
4289,Faces of Death 5 (1996),Documentary|Horror
4290,Faces of Death 6 (1996),Documentary|Horror
4291,Faces of Death: Fact or Fiction? (1999),Documentary|Horror
4292,"Woman Next Door, The (Femme d'à côté, La) (1981)",Drama|Romance
4293,"Fort Apache, the Bronx (1981)",Action|Drama
4294,"Four Seasons, The (1981)",Comedy|Drama
4295,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
4296,Gallipoli (1981),Drama|War
4297,Ghost Story (1981),Drama|Horror
4298,"Hand, The (1981)",Drama|Horror
4299,Happy Birthday to Me (1981),Horror|Mystery
4300,Lady Chatterley's Lover (1981),Drama|Romance
4301,"Legend of the Lone Ranger, The (1981)",Western
4302,Lola (1981),Drama
4303,Looker (1981),Drama|Horror|Sci-Fi|Thriller
4304,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation|Children|Comedy
4305,My Bloody Valentine (1981),Drama|Horror|Thriller
4306,My Dinner with André (1981),Drama
4307,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Horror|Sci-Fi
4308,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror|Mystery|Thriller
4309,Piranha II: The Spawning (1981),Horror|Sci-Fi
4310,Polyester (1981),Comedy
4311,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
4312,Derrida (2002),Documentary
4313,Ghost Ship (2002),Horror
4314,Jackass: The Movie (2002),Action|Comedy|Documentary
4315,"Truth About Charlie, The (2002)",Mystery|Thriller
4316,All or Nothing (2002),Drama
4317,Frida (2002),Drama|Romance
4318,Roger Dodger (2002),Comedy|Drama
4319,Time Changer (2002),Drama|Sci-Fi
4320,Casino Royale (1967),Action|Adventure|Comedy
4321,"Company of Wolves, The (1984)",Fantasy|Horror
4322,Exodus (1960),Drama|Romance|War
4323,How to Murder Your Wife (1965),Comedy
4324,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War
4325,I Spy (2002),Action|Adventure|Comedy|Crime
4326,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance
4327,"Weight of Water, The (2000)",Thriller
4328,Femme Fatale (2002),Crime|Thriller
4329,8 Mile (2002),Drama
4330,Far from Heaven (2002),Drama|Romance
4331,Half Past Dead (2002),Action|Crime|Thriller
4332,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
4333,Ararat (2002),Drama|War
4334,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama|Romance
4335,Standing in the Shadows of Motown (2002),Documentary|Musical
4336,"Way Home, The (Jibeuro) (2002)",Drama
4337,Mutant Action (Acción Mutante) (1993),Action|Comedy|Sci-Fi
4338,Eyes of an Angel (1991),Drama
4339,Liberty Stands Still (2002),Action|Drama|Thriller
4340,"Life and Death of Colonel Blimp, The (1943)",Drama|Romance|War
4341,Rio Grande (1950),Romance|Western
4342,Men with Brooms (2002),Comedy|Drama|Romance
4343,Mysterious Island (1961),Adventure|Sci-Fi
4344,Left Behind II: Tribulation Force (2002),Drama
4345,Dog Soldiers (2002),Action|Horror
4346,Legion of the Dead (2001),Comedy|Horror
4347,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama
4348,"My Mother's Castle (Château de ma mère, Le) (1990)",Comedy|Drama
4349,Return to the Blue Lagoon (1991),Adventure|Romance
4350,Toy Soldiers (1991),Action|Drama
4351,Ragtime (1981),Drama
4352,Saturday the 14th (1981),Comedy|Horror
4353,Scanners (1981),Horror|Sci-Fi|Thriller
4354,Sharky's Machine (1981),Crime|Drama|Romance
4355,Southern Comfort (1981),Drama|Thriller|War
4356,Student Bodies (1981),Comedy|Horror
4357,Take This Job and Shove It (1981),Comedy
4358,"Tarzan, the Ape Man (1981)",Adventure
4359,Thief (1981),Crime|Drama|Thriller
4360,True Confessions (1981),Crime|Drama
4361,Revolution #9 (2001),Thriller
4362,Die Another Day (2002),Action|Adventure|Thriller
4363,The Emperor's Club (2002),Drama
4364,Friday After Next (2002),Comedy
4365,"Quiet American, The (2002)",Drama|Thriller|War
4366,Talk to Her (Hable con Ella) (2002),Drama|Romance
4367,Extreme Ops (2002),Action|Adventure|Crime|Thriller
4368,Solaris (2002),Drama|Romance|Sci-Fi
4369,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX
4370,They (2002),Horror|Thriller
4371,Chopper Chicks in Zombietown (1989),Comedy|Horror
4372,"What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)",Comedy|Drama
4373,I Love You Too (Ik ook Van Jou) (2001),Drama|Romance
4374,Elling (2001),Comedy|Drama
4375,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller
4376,"Last Seduction, The (1994)",Crime|Drama|Thriller
4377,New Waterford Girl (1999),Comedy
4378,"Sword and the Sorcerer, The (1982)",Action|Adventure|Fantasy
4379,Zulu (1964),Action|Drama|War
4380,Analyze That (2002),Comedy|Crime
4381,Empire (2002),Crime|Drama
4382,Adaptation (2002),Comedy|Drama|Romance
4383,Equilibrium (2002),Action|Sci-Fi|Thriller
4384,Scarlet Diva (2000),Drama
4385,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror
4386,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
4387,Whose Life Is It Anyway? (1981),Drama
4388,Alone in the Dark (1982),Horror
4389,Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982),War
4390,Attila (Attila Flagello di Dio) (1982),Action
4391,Barbarosa (1982),Western
4392,"Beast Within, The (1982)",Horror
4393,"Best Little Whorehouse in Texas, The (1982)",Comedy|Drama|Musical|Romance
4394,"Border, The (1982)",Drama
4395,Burden of Dreams (1982),Documentary
4396,Cannery Row (1982),Drama
4397,Danton (1983),Drama
4398,Deathtrap (1982),Comedy|Crime|Mystery|Thriller
4399,Drumline (2002),Comedy|Drama|Musical|Romance
4400,"Hot Chick, The (2002)",Comedy
4401,Maid in Manhattan (2002),Comedy|Romance
4402,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
4403,About Schmidt (2002),Comedy|Drama
4404,Morvern Callar (2002),Drama
4405,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
4406,25th Hour (2002),Crime|Drama
4407,Antwone Fisher (2002),Drama
4408,Gangs of New York (2002),Crime|Drama
4409,Two Weeks Notice (2002),Comedy|Romance
4410,Narc (2002),Crime|Drama|Thriller
4411,Blue Steel (1990),Action|Thriller
4412,Body of Evidence (1993),Drama|Thriller
4413,"Children's Hour, The (1961)",Drama
4414,Company Business (1991),Action|Comedy
4415,"Duellists, The (1977)",Action|War
4416,Miami Blues (1990),Comedy|Crime|Drama
4417,My Girl 2 (1994),Comedy|Drama|Romance
4418,My Girl (1991),Comedy|Drama|Romance
4419,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
4420,Where Sleeping Dogs Lie (1992),Crime
4421,Attack of the Crab Monsters (1957),Horror|Sci-Fi
4422,Black Christmas (1974),Horror|Mystery|Thriller
4423,"Day of the Triffids, The (1962)",Horror|Sci-Fi
4424,Invaders from Mars (1953),Sci-Fi
4425,Fat City (1972),Drama
4426,Catch Me If You Can (2002),Crime|Drama
4427,Pinocchio (2002),Children|Comedy|Fantasy
4428,Chicago (2002),Comedy|Crime|Drama|Musical
4429,"Hours, The (2002)",Drama|Romance
4430,Max (2002),Drama
4431,Nicholas Nickleby (2002),Drama|Romance
4432,"Pianist, The (2002)",Drama|War
4433,Doppelganger (1993),Horror|Thriller
4434,Heavy Metal 2000 (2000),Action|Adventure|Animation|Fantasy|Sci-Fi
4435,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror|Thriller
4436,"King of Comedy, The (1983)",Comedy|Drama
4437,Love Liza (2002),Drama
4438,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller
4439,Blue Collar Comedy Tour: The Movie (2003),Comedy|Documentary
4440,Just Married (2003),Comedy|Romance
4441,"Son, The (Le fils) (2002)",Drama
4442,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller
4443,Double Whammy (2001),Action|Comedy|Drama
4444,"Guy Thing, A (2003)",Comedy|Romance
4445,Kangaroo Jack (2003),Action|Comedy
4446,National Security (2003),Action|Comedy
4447,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
4448,Alice Adams (1935),Comedy|Drama
4449,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime|Drama|Mystery|Thriller
4450,Band of Outsiders (Bande à part) (1964),Comedy|Crime|Drama|Romance
4451,CB4 - The Movie (1993),Comedy
4452,Imitation of Life (1959),Drama|Romance
4453,"Woman in Red, The (1984)",Comedy|Romance
4454,Darkness Falls (2003),Horror|Thriller
4455,Amen. (2002),Drama
4456,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary
4457,Blind Date (1984),Horror|Thriller
4458,Dead Reckoning (1947),Drama|Film-Noir|Mystery
4459,"Devil at 4 O'Clock, The (1961)",Drama
4460,Ethan Frome (1993),Drama
4461,"Harder They Come, The (1973)",Action|Crime|Drama
4462,"Moon-Spinners, The (1964)",Children|Mystery
4463,Final Destination 2 (2003),Horror|Thriller
4464,"Recruit, The (2003)",Action|Thriller
4465,"Guru, The (2002)",Comedy|Romance
4466,Lost in La Mancha (2002),Documentary
4467,May (2002),Drama|Horror
4468,"Harder They Fall, The (1956)",Drama|Film-Noir
4469,Murder by Decree (1979),Mystery|Thriller
4470,Ordinary Decent Criminal (2000),Comedy|Crime
4471,Evil Under the Sun (1982),Crime|Drama|Mystery
4472,Firefox (1982),Action|Sci-Fi|Thriller
4473,Forced Vengeance (1982),Action|Adventure
4474,"Grey Fox, The (1982)",Romance|Western
4475,Honkytonk Man (1982),Comedy|Drama
4476,"Last Unicorn, The (1982)",Animation|Children|Fantasy
4477,Liquid Sky (1982),Comedy|Sci-Fi
4478,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance
4479,Monty Python Live at the Hollywood Bowl (1982),Comedy
4480,Paradise (1982),Adventure|Romance
4481,Personal Best (1982),Drama
4482,Q: The Winged Serpent (1982),Drama|Fantasy|Horror|Sci-Fi|Thriller
4483,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary
4484,Savannah Smiles (1982),Comedy
4485,"Secret Policeman's Other Ball, The (1982)",Comedy|Documentary|Musical
4486,"Veronika Voss (Sehnsucht der Veronika Voss, Die) (1982)",Drama
4487,"New York Ripper, The (Squartatore di New York, Lo) (1982)",Crime|Horror|Mystery|Thriller
4488,Still of the Night (1982),Mystery|Thriller
4489,Tempest (1982),Comedy|Drama
4490,Tenebre (1982),Horror|Mystery|Thriller
4491,Trail of the Pink Panther (1982),Comedy|Crime
4492,"Traviata, La (1982)",Drama|Musical
4493,White Dog (1982),Drama|Horror|Thriller
4494,How to Lose a Guy in 10 Days (2003),Comedy|Romance
4495,Shanghai Knights (2003),Action|Adventure|Comedy
4496,Daredevil (2003),Action|Crime
4497,"Jungle Book 2, The (2003)",Animation|Children
4498,All the Real Girls (2003),Drama|Romance
4499,Gerry (2002),Adventure|Drama
4500,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller
4501,Dennis the Menace (1993),Comedy
4502,10 to Midnight (1983),Action|Adventure|Thriller
4503,"Black Stallion, The (1979)",Adventure|Children|Drama
4504,Into the West (1992),Adventure|Children
4505,Mr. Majestyk (1974),Action|Drama
4506,Murphy's Law (1986),Action
4507,"Patch of Blue, A (1965)",Drama|Romance
4508,Q & A (1990),Crime|Drama
4509,"Red Badge of Courage, The (1951)",Drama|War
