id,title,genre,Imdb Link,Poster,IMDB Score
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,http://www.imdb.com/title/tt46435,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NTUyMTc3Nl5BMl5BanBnXkFtZTgwOTA2MDE3MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
4233,Tomcats (2001),Comedy,http://www.imdb.com/title/tt51994,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWRiZDljY2YtOWJiNy00OTUyLTgzMmMtMzBlYTI0YTYwYTkzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
4234,"Tailor of Panama, The (2001)",Drama|Thriller,http://www.imdb.com/title/tt43379,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ4OTJlMDctODExYi00ZGI4LTgyMDItZjlhYWQzMmZkZjRiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR10,0,182,268_AL_.jpg",7.5
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,http://www.imdb.com/title/tt201538,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTAzOTUzMl5BMl5BanBnXkFtZTYwNjY3MDM5._V1_UY268_CR2,0,182,268_AL_.jpg",6.9
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,http://www.imdb.com/title/tt195685,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,http://www.imdb.com/title/tt195714,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
4239,Blow (2001),Crime|Drama,http://www.imdb.com/title/tt180181,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MTA1NzIxOV5BMl5BanBnXkFtZTcwMTc5OTEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4241,Pokémon 3: The Movie (2001),Animation|Children,http://www.imdb.com/title/tt168475,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MjI1NzA5N15BMl5BanBnXkFtZTcwNDU4MDEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.2
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,http://www.imdb.com/title/tt95800,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NDQ0MzYxMl5BMl5BanBnXkFtZTgwMzUyNjIzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
4244,"Day I Became a Woman, The (Roozi khe zan shodam) (2000)",Drama,http://www.imdb.com/title/tt41503,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjU4MDM1NF5BMl5BanBnXkFtZTcwNjE0NzI0NQ@@._V1._CR47,38,260,409_UX182_CR0,0,182,268_AL_.jpg",7
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,http://www.imdb.com/title/tt48316,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzVjZTBlZDktZGIwOS00MDZjLTlkOTYtZjA2Y2NjNmY5ZGJkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,http://www.imdb.com/title/tt72443,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MDg3OTk3M15BMl5BanBnXkFtZTgwMDEzMzE5MTE@._V1_UY268_CR1,0,182,268_AL_.jpg",8.2
4248,Josie and the Pussycats (2001),Comedy,http://www.imdb.com/title/tt44517,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTVjMDM2NGMtYjE0Ny00MTQ5LTg4MmUtNDU0ZGY3NGQ0OTA3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
4250,"Body, The (2001)",Drama|Sci-Fi,http://www.imdb.com/title/tt103074,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
4251,Chopper (2000),Drama|Thriller,http://www.imdb.com/title/tt66392,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNDg5MzIxMl5BMl5BanBnXkFtZTcwNjgxMjkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
4252,"Circle, The (Dayereh) (2000)",Drama,http://www.imdb.com/title/tt78718,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDk1MTljZjAtZDY5MC00YTAwLTk5MzEtZTMyMjI4YzRmZjcxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,http://www.imdb.com/title/tt77975,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZDA4MTYtOGRjMi00OTg5LWI1ZTUtMjQxZTc2NWZjNDFkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",7.6
4255,Freddy Got Fingered (2001),Comedy,http://www.imdb.com/title/tt91939,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGM3NzcwZjQtY2E5ZC00ODU0LTg1ODQtZDNlMGNiZTRlNWZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4259,"Luzhin Defence, The (2000)",Drama|Romance,http://www.imdb.com/title/tt96054,"https://images-na.ssl-images-amazon.com/images/M/MV5BODQzYzI5OTctMTAzMi00YWQ3LTliNWEtMmY2NjkzYTdiNGIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.8
4262,Scarface (1983),Action|Crime|Drama,http://www.imdb.com/title/tt97216,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
4263,Days of Wine and Roses (1962),Drama,http://www.imdb.com/title/tt100168,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmMwY2ZhZjctZTg1Ny00NjNjLThkOTQtZGY2NzA1ODBjMzA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
4265,Driven (2001),Action|Thriller,http://www.imdb.com/title/tt102175,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5MTQxMDk2Ml5BMl5BanBnXkFtZTgwODQ2MDc3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.5
4266,"Forsaken, The (2001)",Horror,http://www.imdb.com/title/tt62824,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2E3MDY5NWQtMmE5YS00ZjQ0LTgyYjItN2Q4MGVhNWY0MWFhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",6.5
4267,One Night at McCool's (2001),Comedy,http://www.imdb.com/title/tt78950,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzczMTQ5Mjk3M15BMl5BanBnXkFtZTcwNTI2NDMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",6.8
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,http://www.imdb.com/title/tt99317,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjk1MzI0NF5BMl5BanBnXkFtZTgwMjc2NDkwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg",7.8
4271,Eureka (Yurîka) (2000),Drama,http://www.imdb.com/title/tt71402,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ2ZjUxNWYtZDU5Ni00Y2MwLTg1YjktMjBhMmEyYjQ1MjUxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7
4273,Under the Sand (2000),Drama,http://www.imdb.com/title/tt82250,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTU1MzU3ZTktMTEwZC00MGU3LWE1YTktY2RlMTcxYzFiYjFkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6
4274,Cleopatra (1963),Drama|Romance,http://www.imdb.com/title/tt89003,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWE3ZGYzZmQtNjc0Yy00NTkzLTkxZTQtNTljNzE5NGU2ZjJlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.9
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,http://www.imdb.com/title/tt92857,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTNiZDhiMmQtZGRiOC00Yzg0LTkyMzUtZDBhOGQzMTIyYzQ3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.3
4276,Lost in America (1985),Comedy,http://www.imdb.com/title/tt109578,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTViYzMxMGItYzJlNC00MTc3LWI0MTAtNGM5NTJlMjUzODQ2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",4.7
4277,"Lost World, The (1925)",Adventure|Sci-Fi,http://www.imdb.com/title/tt36775,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmRmYmZkZTktZDc5ZC00ZjZmLTg4NWMtYjM3MjcyNTVjNGQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",8.4
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,http://www.imdb.com/title/tt101787,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTg4NDU5OF5BMl5BanBnXkFtZTcwNzA5MDUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",5.9
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,http://www.imdb.com/title/tt101615,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTY5ODU3OV5BMl5BanBnXkFtZTcwNDA1ODgxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2.8
4282,Satyricon (1969),Drama,http://www.imdb.com/title/tt100758,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
4283,Fellini's Roma (Roma) (1972),Drama,http://www.imdb.com/title/tt103060,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5ZDVjZWUtM2I5ZC00ZmVmLWExZGUtZWUzYzBkMWVmZWI4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",6
4285,Frankie and Johnny (1991),Comedy|Romance,http://www.imdb.com/title/tt108308,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjU1OTE4MTJeQTJeQWpwZ15BbWU3MDc1OTEzMjE@._V1_UY268_CR1,0,182,268_AL_.jpg",4.8
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,http://www.imdb.com/title/tt87985,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzgzNjcwMjI3MF5BMl5BanBnXkFtZTcwNDAxNTQyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.4
4290,For the Boys (1991),Comedy|Drama|Musical,http://www.imdb.com/title/tt90693,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDE0ODMzZmMtZDY1YS00YTkwLTgxNDEtMmY4YWJmODA5NjM3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR3,0,182,268_AL_.jpg",6.3
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,http://www.imdb.com/title/tt91313,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4ODg4NzIyODFeQTJeQWpwZ15BbWU3MDIzOTQzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",4.3
4292,Norma Rae (1979),Drama,http://www.imdb.com/title/tt92675,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTJmMGEzMTQtMzQzMi00YjE1LWI4MTctNjY0NWZiYzE2MDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
4293,Summer Rental (1985),Comedy,http://www.imdb.com/title/tt77530,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDFhMzQ2ZmYtMWM3NC00ZWQ2LTkwOTAtZjcyYTBjZThkYmJmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",6.1
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,http://www.imdb.com/title/tt113133,"https://images-na.ssl-images-amazon.com/images/M/MV5BODk0NzYzMzc4OF5BMl5BanBnXkFtZTcwOTQyNTUyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",7
4296,Love Story (1970),Drama|Romance,http://www.imdb.com/title/tt28944,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjkwMTA2ODY5NV5BMl5BanBnXkFtZTgwODM0NjY1MjE@._V1_UY268_CR1,0,182,268_AL_.jpg",7.8
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,http://www.imdb.com/title/tt93105,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzJkOTNiMDctNTYwZC00MmEyLTk5YmMtZmFlZjA2YzhkNGNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,http://www.imdb.com/title/tt95238,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDQ5MjM1MV5BMl5BanBnXkFtZTcwMzU5NTUyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",5.9
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,http://www.imdb.com/title/tt107050,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNiYzQyNGEtYjFiOS00OTcyLTg5YzItMDQ2ZGRmZjE1N2Y4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
4300,Bread and Roses (2000),Drama,http://www.imdb.com/title/tt61735,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTVmMTk2NjUtNjVjNC00OTcwLWE4OWEtNzA4Mjk1ZmIwNDExXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
4301,Calle 54 (2000),Documentary|Musical,http://www.imdb.com/title/tt165929,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5Nzg1MjA5M15BMl5BanBnXkFtZTYwNzAxNzg2._V1_UX182_CR0,0,182,268_AL_.jpg",6.1
4302,"King Is Alive, The (2000)",Drama,http://www.imdb.com/title/tt195778,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTc3MDk4NTk2Nl5BMl5BanBnXkFtZTcwMzc4NDE1MQ@@._V1_UY268_CR9,0,182,268_AL_.jpg",5.1
4304,Startup.com (2001),Documentary,http://www.imdb.com/title/tt202402,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTIyNDEwNV5BMl5BanBnXkFtZTcwNDg3ODUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",5.5
4305,Angel Eyes (2001),Romance|Thriller,http://www.imdb.com/title/tt146516,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjU4NTMwNTQ3Nl5BMl5BanBnXkFtZTcwOTQwNjAzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.4
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,http://www.imdb.com/title/tt191043,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMTcwOTc0Nl5BMl5BanBnXkFtZTcwNjAyNTEzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",8.2
4308,Moulin Rouge (2001),Drama|Musical|Romance,http://www.imdb.com/title/tt127349,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTcwMDA1OF5BMl5BanBnXkFtZTYwMTc0NzY4._V1_UY268_CR2,0,182,268_AL_.jpg",6.7
4310,Pearl Harbor (2001),Action|Drama|Romance|War,http://www.imdb.com/title/tt98251,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMzE1MjE3N15BMl5BanBnXkFtZTcwNTUwODc0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",4.7
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,http://www.imdb.com/title/tt91142,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMDAyMjMzNl5BMl5BanBnXkFtZTcwNzUzODAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.7
4313,"Man Who Cried, The (2000)",Drama,http://www.imdb.com/title/tt61765,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmY5OWZiMTgtNTg5Zi00ZGQ5LWEyMzEtZTMyNDAzZGFhMDQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2.3
4316,Ice Castles (1978),Drama,http://www.imdb.com/title/tt57261,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1Mjc4MDA4MV5BMl5BanBnXkFtZTcwNDI2NTIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",7
4317,Love Potion #9 (1992),Comedy|Romance,http://www.imdb.com/title/tt27977,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",8.5
4318,Postcards From the Edge (1990),Comedy|Drama,http://www.imdb.com/title/tt110629,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyODc4MTIxMV5BMl5BanBnXkFtZTcwNDQzMjIzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",2.7
4319,Apache (1954),Western,http://www.imdb.com/title/tt100649,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNzgwNjk2Ml5BMl5BanBnXkFtZTcwMDkxNTIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",3.8
4321,City Slickers (1991),Comedy|Western,http://www.imdb.com/title/tt92079,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Nzg4Nzg3Ml5BMl5BanBnXkFtZTYwNTI1NDA5._V1_UY268_CR4,0,182,268_AL_.jpg",6.1
4322,Eight Men Out (1988),Drama,http://www.imdb.com/title/tt107091,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTQ4NGEzZjQtNzI3Mi00NjhiLWI0M2QtYTNkMmFkMTA2ZmQ5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",6.9
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,http://www.imdb.com/title/tt57163,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjA3MzFlZDQtNTY3Ny00OTM1LWI1ODctNmE4ZWM5ZTU2MjA5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
4324,"Kentuckian, The (1955)",Drama|Western,http://www.imdb.com/title/tt54997,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjhjODI2NTItMGE1ZS00NThiLWE1MmYtOWE3YzcyNzY1MTJlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg",8
4325,"Night, The (Notte, La) (1960)",Drama,http://www.imdb.com/title/tt53946,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NzYzZjctMWI1Yy00NTRmLTkxZmYtYjQyM2Y4NDNiMDcxXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg",8.2
4326,Mississippi Burning (1988),Crime|Drama|Thriller,http://www.imdb.com/title/tt71411,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2QyNGQ5ZjgtZDY2OS00NjM3LWEwM2MtMDY4YjJlOGJlY2VmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL_.jpg",8.3
4327,"Magnificent Seven, The (1960)",Adventure|Western,http://www.imdb.com/title/tt75860,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
4328,"Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)",Western,http://www.imdb.com/title/tt53719,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA4MTA5MjE0N15BMl5BanBnXkFtZTgwNjMwMDkwMzE@._V1_UY268_CR9,0,182,268_AL_.jpg",6.9
4329,Rio Bravo (1959),Western,http://www.imdb.com/title/tt74718,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2Q4MTRkZWMtNWE2My00NmQzLWEzOGQtMTg5NDFmOWM4YjBiL2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg",7.7
4330,"Scarlet Empress, The (1934)",Drama,http://www.imdb.com/title/tt117468,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxODIwNDA3Nl5BMl5BanBnXkFtZTcwNDEyNzUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",6.3
4331,Semi-Tough (1978),Comedy,http://www.imdb.com/title/tt43924,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmNjMjE2ZDMtODQzYS00ZDc2LTk0ODgtNjI1NTNhZWI5MmE0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
4333,Throw Momma from the Train (1987),Comedy|Crime,http://www.imdb.com/title/tt99871,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMDMxNzIzMF5BMl5BanBnXkFtZTgwMDMxNzQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.5
4334,Yi Yi (2000),Drama,http://www.imdb.com/title/tt112950,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMmQ1NmItOWEyOC00NzZjLWE0NWItNmE1NmNkY2NmODk5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
4336,Nightwatch (Nattevagten) (1994),Horror|Thriller,http://www.imdb.com/title/tt93378,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNjMzODgxMF5BMl5BanBnXkFtZTgwNzM2MjM0MDI@._V1_UY268_CR12,0,182,268_AL_.jpg",6.8
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,http://www.imdb.com/title/tt89457,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmYyNzBjNGUtOGYwZi00ZTVjLWE5YzYtZTcyMjFiMDExYmVkXkEyXkFqcGdeQXVyNjU0MTA3NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg",7
4338,Twelve O'Clock High (1949),Drama|War,http://www.imdb.com/title/tt91445,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NTM1ODEzOF5BMl5BanBnXkFtZTYwNDk0NDk5._V1_UY268_CR4,0,182,268_AL_.jpg",6.8
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,http://www.imdb.com/title/tt146882,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMTI1ODYyOV5BMl5BanBnXkFtZTYwNjQyOTI3._V1_UY268_CR6,0,182,268_AL_.jpg",7.5
4340,"Animal, The (2001)",Comedy,http://www.imdb.com/title/tt138749,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEzNWIwMzctOTE1YS00YjIyLTgwZGEtMTMxZDAzNzlmODMxXkEyXkFqcGdeQXVyMjgyMDk1MzY@._V1_UY268_CR1,0,182,268_AL_.jpg",6.9
4341,What's the Worst That Could Happen? (2001),Comedy,http://www.imdb.com/title/tt192614,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA2OTQ0NzctZTYwNi00N2E2LWJhN2UtOTc4N2UzYWRiOWVjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
4343,Evolution (2001),Comedy|Sci-Fi,http://www.imdb.com/title/tt73327,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmFlNGI0YWQtNGFmZC00ODJjLWFiMGYtMDkzY2ZmZWMwYWZjXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_UX182_CR0,0,182,268_AL_.jpg",5.9
4344,Swordfish (2001),Action|Crime|Drama,http://www.imdb.com/title/tt46907,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDgxNTQ1MjFeQTJeQWpwZ15BbWU4MDY4MTYyMTMx._V1_UX182_CR0,0,182,268_AL_.jpg",5
4345,"Anniversary Party, The (2001)",Drama,http://www.imdb.com/title/tt61619,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2FhMzhlYzMtZjNlYi00NTU2LWEyNjAtZDE2YjNlZjljMmQ4L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.6
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,http://www.imdb.com/title/tt52888,"https://images-na.ssl-images-amazon.com/images/M/MV5BODMzMjdlZmEtMGM1My00MzBmLThjMDYtMTFhNmRlZDJmOTY4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",3.8
4349,Catch-22 (1970),Comedy|War,http://www.imdb.com/title/tt102057,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
4350,Forgotten Silver (1996),Comedy|Documentary,http://www.imdb.com/title/tt68713,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NzczMzgxMF5BMl5BanBnXkFtZTcwNTc3MzczMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.5
4351,Point Break (1991),Action|Crime|Thriller,http://www.imdb.com/title/tt91579,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4NmQzZWQtOWU4MS00NTlhLThmYjctYzlhMGM1YmZiMTNhL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
4352,Shag (1989),Comedy|Drama,http://www.imdb.com/title/tt17416,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzY0MWQwNjQtMzg1YS00ZWQzLTlhMWMtNTU2ZTUxZDZlNTRlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
